id;tp;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;dec
64;3;5.12;3.69;1.0;5.96;4.5;8.68;6.23;3.75;9.53;3.37;5.2;0.44;3.1;0.36;0.25;3
64;4;6.63;6.15;1.94;1.55;2.26;1.0;6.77;8.7;6.55;8.24;3.41;9.78;4.27;1.62;6.21;3
64;5;4.39;8.48;2.91;8.13;4.1;8.33;2.19;4.68;1.34;6.48;9.17;7.51;7.48;0.56;4.6;3
64;6;5.47;3.19;7.77;1.06;6.6;0.39;2.86;9.29;1.7;6.54;7.32;7.39;7.7;7.42;1.29;3
64;7;8.82;0.4;5.91;3.44;0.52;0.8;6.12;9.71;7.16;9.06;1.77;8.45;5.48;3.18;5.95;3
64;8;1.76;7.82;6.07;7.3;8.63;3.48;8.67;3.05;9.95;4.07;9.61;7.69;1.42;4.79;6.59;3
64;9;0.59;6.26;4.44;0.3;8.89;2.77;8.62;9.42;7.61;4.8;9.22;1.35;6.99;8.73;4.87;3
64;10;3.08;2.54;0.7;3.98;5.76;0.72;9.45;6.12;4.61;5.6;5.46;8.99;5.12;9.6;6.83;3
65;1;9.72;0.81;8.09;6.17;5.0;8.02;2.74;3.98;9.52;9.31;7.42;5.13;3.18;2.84;2.56;3
65;2;7.83;2.37;6.21;3.76;8.57;5.41;9.31;6.08;0.65;6.84;7.79;3.76;8.19;0.42;4.38;3
65;3;8.53;2.88;1.24;8.13;1.52;2.83;1.24;7.16;5.51;6.97;7.3;1.02;2.89;8.16;2.23;3
65;4;8.97;1.24;3.52;4.56;1.5;6.05;1.98;0.74;5.53;6.52;1.12;4.11;4.18;5.28;9.93;3
65;5;7.53;1.06;3.06;6.56;4.73;7.25;4.98;3.33;4.66;5.51;6.9;2.8;2.21;4.14;7.12;3
65;6;0.34;3.89;7.26;2.13;9.15;5.55;6.97;7.75;7.33;5.97;8.04;7.8;2.57;7.11;3.99;3
65;7;9.11;4.8;8.09;7.89;7.26;9.52;4.19;8.21;4.18;6.64;4.58;7.45;5.68;4.42;7.54;3
65;8;3.1;4.99;3.95;3.74;4.16;6.64;8.28;5.13;7.3;3.59;1.62;5.53;5.28;3.07;0.33;3
65;9;1.37;9.93;1.27;9.26;0.8;1.08;6.62;7.89;9.8;6.64;5.9;1.53;6.23;0.28;6.64;3
65;10;4.03;7.16;5.59;7.55;1.93;4.27;2.48;9.06;1.49;5.59;2.84;6.52;3.02;1.58;4.75;3
66;1;4.17;0.43;9.13;4.36;5.56;3.27;0.3;1.86;1.41;6.78;4.65;6.81;8.6;3.5;5.49;1
66;2;3.97;2.96;4.98;0.4;8.75;1.81;0.38;9.62;1.9;3.18;8.67;6.85;7.78;7.02;5.35;1
66;3;1.15;8.32;5.5;4.41;6.45;3.24;1.96;6.57;5.09;1.89;1.99;3.46;8.13;3.74;4.39;1
66;4;2.89;6.87;4.6;0.91;7.93;7.76;7.81;3.45;6.56;3.54;1.42;9.14;5.2;9.14;0.75;1
66;5;6.5;3.04;4.58;3.38;1.61;7.56;9.41;3.74;0.49;9.78;7.59;0.26;2.3;2.41;9.25;1
66;6;8.73;1.24;4.32;1.49;0.9;0.89;9.6;7.62;3.13;0.79;3.85;4.3;8.43;6.5;7.52;1
66;7;0.82;8.12;1.81;3.52;8.94;0.99;3.7;0.01;1.86;0.64;7.67;0.77;9.14;8.48;1.78;1
66;8;2.31;2.17;1.43;9.08;4.84;9.54;7.03;5.27;4.53;0.03;5.67;0.98;9.68;9.41;4.07;1
66;9;0.99;5.8;6.18;6.16;2.78;8.71;6.84;5.5;6.01;6.2;8.06;6.14;0.41;2.2;2.68;1
66;10;5.58;4.69;3.58;1.64;9.48;9.26;6.49;2.94;9.48;9.43;1.11;7.97;6.2;4.77;5.0;1
67;1;8.24;7.47;6.78;8.81;7.27;4.73;8.58;5.07;2.94;1.16;0.79;1.86;9.15;1.69;8.62;2
67;2;1.18;8.45;8.63;4.61;9.76;6.82;8.93;6.35;7.62;2.42;2.99;7.68;2.41;8.7;3.12;2
67;3;9.66;8.13;4.31;0.11;8.78;6.72;0.03;6.42;8.76;1.76;2.36;4.63;0.15;3.53;9.92;2
67;4;8.93;6.35;6.03;7.67;9.43;0.88;8.37;2.69;7.64;2.01;7.08;6.37;1.57;5.65;7.92;2
67;5;4.62;3.39;6.29;1.85;0.05;2.61;4.56;8.59;4.15;0.76;8.54;3.35;1.2;6.28;3.01;2
67;6;9.86;2.87;2.85;2.8;9.72;4.09;5.94;4.0;6.91;7.3;0.22;3.22;4.57;3.29;1.54;2
67;7;2.19;6.06;4.99;3.74;9.39;6.95;4.88;2.73;2.67;1.19;1.7;0.89;7.38;7.89;4.8;2
67;8;9.37;3.71;5.9;0.71;8.73;6.23;4.95;8.66;4.29;3.75;5.97;3.32;2.32;7.79;2.61;2
67;9;1.15;6.59;5.52;1.33;1.93;1.98;3.08;2.45;2.14;2.03;7.93;4.01;6.44;6.7;5.79;2
67;10;4.72;2.22;8.81;0.89;3.13;3.02;9.61;0.82;4.59;0.02;6.18;3.38;5.0;1.96;5.0;2
68;1;0.13;3.84;2.42;4.13;4.39;9.23;0.75;1.72;6.58;0.38;0.06;1.18;7.58;2.22;1.43;2
68;2;9.39;7.39;9.83;9.82;4.36;4.23;0.99;3.66;1.84;8.49;9.85;5.42;8.67;8.77;7.12;2
68;3;2.64;9.78;9.97;7.05;4.63;2.94;0.34;1.92;0.65;0.43;1.57;5.33;7.27;0.91;6.15;2
68;4;6.89;7.18;2.77;4.63;0.54;7.75;3.77;9.26;7.02;2.35;2.98;8.13;2.51;7.68;9.38;2
68;5;9.37;5.7;1.78;0.61;7.56;3.51;1.53;6.8;1.35;6.6;7.45;6.0;2.35;2.59;7.02;2
68;6;1.71;1.5;7.36;3.13;8.35;8.64;6.3;1.7;9.95;7.6;9.88;9.04;5.17;5.4;2.72;2
68;7;2.17;6.36;0.41;2.44;8.81;5.86;9.67;9.28;3.0;9.76;0.73;3.46;7.59;3.43;3.17;2
68;8;1.61;7.2;1.16;6.06;2.93;3.73;4.05;9.43;1.87;4.66;0.51;8.68;7.68;8.51;3.25;2
68;9;2.05;9.53;8.97;7.99;5.05;9.23;2.44;4.7;8.21;5.78;9.42;4.37;6.28;7.13;8.7;2
68;10;7.63;8.28;4.89;8.43;1.3;2.99;3.93;1.26;2.98;8.78;9.6;9.58;3.76;1.53;0.89;2
69;1;3.99;5.22;4.24;0.0;7.69;9.07;3.52;8.82;5.05;8.17;1.66;6.53;7.39;3.51;0.78;2
69;2;0.99;7.26;6.43;4.76;8.09;1.75;5.52;8.93;1.38;6.62;3.29;1.47;2.45;7.77;9.41;2
69;3;9.93;7.79;9.47;0.27;5.51;2.54;4.73;6.55;7.92;4.97;2.1;4.91;9.45;2.63;1.77;2
69;4;3.2;2.19;5.46;1.0;4.51;8.79;2.84;5.31;9.05;6.27;6.92;1.71;6.1;7.56;6.04;2
69;5;9.22;1.12;6.79;9.75;4.7;8.93;5.52;1.32;7.36;4.63;6.83;9.07;3.23;0.64;2.47;2
69;6;0.01;6.28;0.47;1.66;3.09;2.47;8.08;0.05;9.74;5.15;6.02;6.32;4.17;5.56;2.77;2
69;7;8.45;9.35;7.22;9.67;9.72;4.39;5.07;9.49;4.64;5.94;2.54;9.36;9.02;8.98;6.34;2
69;8;7.82;2.66;1.1;7.74;7.05;7.81;1.39;0.81;2.88;0.05;2.91;0.78;1.71;3.99;8.81;2
69;9;4.44;5.03;5.37;1.6;4.97;9.49;0.03;8.96;6.25;7.49;6.13;4.2;1.33;2.17;1.7;2
69;10;5.17;5.75;6.61;7.87;4.77;1.93;9.64;1.14;8.79;5.69;7.3;9.34;4.82;5.43;9.09;2
70;1;6.42;7.89;9.11;7.65;8.65;8.86;3.5;0.93;2.0;2.66;9.14;4.65;7.75;2.26;0.26;1
70;2;6.09;9.38;5.17;5.57;7.28;7.98;3.11;1.75;3.5;3.29;1.94;7.71;9.98;4.48;1.48;1
70;3;2.6;5.19;9.31;8.0;7.52;6.44;9.61;0.14;0.3;9.87;2.04;5.54;7.82;6.2;3.67;1
70;4;9.74;4.47;6.34;5.99;6.76;3.89;2.92;9.79;5.99;5.22;3.29;2.6;1.5;6.47;2.49;1
70;5;6.43;8.03;6.57;4.27;5.01;1.41;3.3;9.63;3.65;2.01;7.03;9.49;1.01;2.53;3.97;1
70;6;9.05;7.84;4.89;9.43;5.74;8.54;0.16;6.66;7.57;7.29;2.13;9.8;2.06;1.1;8.37;1
70;7;1.42;8.48;1.05;0.16;3.93;0.58;3.15;8.86;1.29;1.7;4.25;8.29;5.25;2.53;6.13;1
70;8;1.45;3.45;6.26;8.81;3.94;8.11;1.46;3.08;4.82;9.92;7.76;3.05;9.66;5.95;9.41;1
70;9;5.05;3.59;5.71;3.27;0.03;3.11;7.43;7.0;8.28;4.37;7.86;6.43;1.38;4.86;3.11;1
70;10;1.19;6.43;6.16;6.82;2.57;3.39;0.56;7.09;9.6;7.95;4.08;7.16;4.81;4.14;7.3;1
71;1;0.12;2.04;3.53;1.97;0.9;5.5;8.35;7.9;7.17;3.11;5.31;5.19;2.85;8.19;1.65;2
71;2;0.21;4.78;5.42;2.5;2.04;4.71;0.65;6.83;0.14;7.57;7.69;9.09;6.25;4.79;1.47;2
71;3;9.41;4.73;4.83;3.44;7.76;0.98;6.95;2.87;6.36;7.02;1.4;4.1;1.86;8.03;6.83;2
71;4;9.83;4.87;7.53;6.19;4.95;7.95;5.91;3.29;9.36;5.96;4.79;8.72;5.21;5.69;7.93;2
71;5;9.41;1.08;1.61;5.96;6.95;4.76;1.2;2.19;3.33;8.62;1.4;0.43;7.98;5.6;6.59;2
71;6;3.63;9.58;1.86;3.55;7.9;7.8;8.21;8.11;5.74;8.98;9.62;4.75;9.78;3.94;4.45;2
71;7;1.47;5.07;3.04;5.29;7.72;5.07;2.6;5.24;6.49;6.82;0.57;4.74;3.66;6.97;2.7;2
71;8;4.22;2.43;1.99;3.32;0.74;9.8;4.49;1.63;3.64;0.16;9.34;0.92;2.71;1.71;0.98;2
71;9;5.54;9.44;5.46;1.74;7.16;7.58;9.43;9.18;3.45;0.38;8.8;9.58;6.23;5.2;9.63;2
71;10;3.92;6.93;9.15;1.06;2.39;3.32;0.54;9.49;4.07;1.58;1.63;0.58;3.23;0.46;8.88;2
72;1;4.13;3.56;1.86;1.72;2.63;0.46;9.71;8.08;0.57;2.13;0.39;1.92;0.68;0.35;7.18;2
72;2;9.15;9.67;0.73;8.06;0.93;1.26;9.48;8.73;1.33;9.95;0.97;9.31;9.23;1.96;7.31;2
72;3;6.72;6.41;4.43;2.95;3.72;1.04;9.97;3.77;3.96;0.89;4.29;0.75;0.35;1.91;3.87;2
72;4;5.59;0.12;4.75;6.91;2.84;5.38;4.82;6.54;8.18;5.6;0.16;4.46;6.72;8.73;6.98;2
72;5;4.15;1.28;4.75;9.44;6.2;8.04;4.16;4.88;2.77;9.9;9.41;9.11;7.0;4.87;5.63;2
72;6;0.83;3.95;7.03;4.07;4.94;5.2;1.41;3.38;4.34;9.34;7.27;4.78;8.07;2.33;2.55;2
72;7;7.94;9.22;7.76;4.18;9.67;4.76;9.88;9.07;0.3;6.43;0.62;6.58;1.45;3.3;6.19;2
72;8;9.49;0.31;2.31;1.07;2.68;4.98;5.11;5.71;9.82;4.16;2.83;3.39;9.18;2.05;1.36;2
72;9;3.18;5.18;6.27;5.11;8.58;1.02;1.45;4.21;6.13;5.24;9.74;4.59;2.75;1.16;0.7;2
72;10;1.79;9.83;6.36;7.03;6.01;3.19;5.45;2.54;0.35;5.84;8.62;5.43;3.12;2.96;4.77;2
73;1;5.44;5.66;6.32;9.35;6.45;2.3;2.08;7.73;3.91;6.54;0.22;8.42;6.6;2.02;9.05;3
73;2;5.05;6.79;6.11;6.19;2.75;0.48;6.63;3.0;4.07;6.86;7.57;2.66;1.59;3.14;8.44;3
73;3;0.21;4.94;3.77;3.48;3.97;0.6;8.56;4.98;4.38;5.66;0.93;1.0;3.74;7.37;8.53;3
73;4;3.75;8.51;8.07;5.61;8.96;4.21;6.96;9.26;7.75;0.23;1.19;3.77;5.07;2.73;7.6;3
73;5;9.13;2.92;5.7;0.84;7.22;3.51;5.37;1.98;0.41;8.8;2.74;3.7;3.16;7.56;0.63;3
73;6;7.88;4.07;6.42;4.65;2.68;9.86;3.0;6.16;1.66;0.51;9.88;0.09;4.6;0.02;3.73;3
73;7;7.77;1.58;1.9;1.17;0.97;8.48;0.14;6.61;4.24;0.39;0.6;4.95;3.66;1.65;0.59;3
73;8;3.54;6.53;5.86;4.98;1.45;7.14;6.68;8.66;2.79;5.42;4.5;1.35;8.86;9.58;1.06;3
73;9;9.03;2.96;1.62;4.59;3.17;8.68;6.21;4.99;3.73;5.25;5.84;9.66;9.5;9.43;2.41;3
73;10;6.08;4.62;7.42;1.74;1.75;3.67;8.68;9.61;1.92;8.67;7.64;6.81;0.75;1.23;9.14;3
74;1;8.93;1.72;8.09;6.15;8.8;2.28;9.67;5.75;9.72;9.08;5.16;4.37;8.77;0.65;7.87;3
74;2;3.33;9.45;2.08;1.77;5.49;8.99;5.54;0.29;9.78;5.66;3.18;9.92;5.83;7.75;4.79;3
74;3;0.7;0.97;3.45;8.18;4.55;8.04;6.7;2.46;5.18;2.3;4.72;6.21;5.0;9.55;1.84;3
74;4;3.68;6.53;1.47;1.05;8.57;9.95;4.59;7.04;9.26;1.33;1.55;0.72;5.09;2.38;4.99;3
74;5;5.47;6.53;5.55;4.72;6.11;0.73;9.86;7.49;0.97;0.4;3.69;7.26;0.52;0.21;0.84;3
74;6;4.8;4.92;5.58;4.05;3.64;3.47;6.79;7.25;2.79;3.97;1.24;2.63;7.06;6.51;9.13;3
74;7;5.42;9.44;9.54;0.65;8.08;0.66;3.72;0.58;8.15;1.77;0.81;5.73;3.74;0.59;1.68;3
74;8;7.93;7.02;2.75;5.36;1.95;3.08;7.91;8.09;1.79;6.98;1.03;4.5;3.59;1.24;6.96;3
74;9;0.31;3.2;7.92;1.09;6.14;8.46;0.17;5.93;2.49;3.91;0.87;0.79;8.98;2.5;5.33;3
74;10;9.2;9.58;8.69;6.82;9.13;4.77;3.19;9.48;5.31;8.46;8.35;7.56;5.2;0.96;2.2;3
75;1;3.4;8.39;0.21;5.64;3.96;5.38;5.56;3.96;1.3;2.75;7.79;6.86;4.47;7.36;1.48;2
75;2;4.45;8.57;3.68;5.0;2.15;9.46;5.47;2.02;5.72;3.37;6.43;9.27;1.82;7.02;0.33;2
75;3;7.74;2.69;2.22;4.61;4.45;1.83;5.4;0.96;5.46;3.64;4.76;0.2;7.72;5.49;1.92;2
75;4;8.59;5.19;1.38;9.1;3.81;5.93;4.62;1.86;8.15;6.98;0.87;4.02;3.38;3.61;8.73;2
75;5;8.8;5.46;6.63;5.85;5.26;4.06;5.58;7.42;7.75;2.95;6.78;1.86;9.32;4.75;7.8;2
75;6;1.19;4.7;4.32;8.17;2.58;5.83;4.06;1.26;5.3;0.97;8.29;4.3;9.08;9.91;9.34;2
75;7;1.25;9.88;7.98;3.04;5.12;9.29;3.07;9.71;8.42;1.75;5.44;0.91;3.23;1.0;5.86;2
75;8;5.52;2.67;9.55;9.7;4.65;8.25;2.65;3.4;3.79;2.97;7.24;0.65;0.16;3.95;7.84;2
75;9;9.84;6.76;0.38;7.53;0.03;8.07;2.18;7.28;4.68;2.66;7.43;7.32;6.09;6.46;8.22;2
75;10;4.74;7.26;7.92;2.48;6.66;0.96;1.55;1.84;2.77;2.26;5.22;8.47;6.84;9.18;4.07;2
76;1;8.43;5.6;1.71;1.27;1.9;5.21;7.84;7.45;3.59;4.72;9.58;1.38;5.89;1.42;5.33;2
76;2;4.68;4.12;4.81;8.69;8.51;7.26;4.28;1.21;1.24;7.93;3.04;5.23;0.73;3.95;4.88;2
76;3;3.34;7.59;4.04;0.22;3.64;7.23;2.61;6.54;6.37;9.68;2.15;2.66;7.56;2.41;0.19;2
76;4;0.68;7.37;3.88;5.13;3.92;0.45;4.79;1.18;3.98;4.52;8.6;5.97;6.56;4.22;8.96;2
76;5;5.7;5.64;8.04;4.9;1.25;9.57;3.81;6.9;2.43;9.55;0.11;6.44;0.61;8.4;9.64;2
76;6;1.71;6.68;4.22;0.45;0.14;7.47;4.27;5.0;8.47;6.96;0.49;8.6;0.43;5.0;0.16;2
76;7;9.02;2.41;6.8;0.79;8.97;7.63;1.87;9.85;8.72;7.35;7.09;8.9;9.42;6.7;1.86;2
76;8;9.32;5.53;1.28;1.49;6.71;9.7;5.93;0.17;0.11;4.27;6.37;4.58;6.77;4.53;6.57;2
76;9;9.59;8.02;4.39;8.63;5.03;9.82;3.13;9.33;0.29;9.84;3.38;3.6;1.65;4.18;2.62;2
76;10;1.4;2.36;9.01;3.19;8.54;3.25;7.17;6.75;4.38;5.97;7.21;4.17;5.47;8.9;9.2;2
77;1;4.93;4.45;7.57;3.57;2.8;6.31;1.95;2.18;2.53;3.99;0.93;1.08;8.71;7.98;2.64;2
77;2;8.85;1.47;9.23;5.67;2.11;1.31;1.89;1.58;9.33;8.68;5.84;0.76;7.57;4.24;3.64;2
77;3;2.26;5.93;5.91;5.07;0.31;0.71;7.87;8.25;6.24;2.59;6.7;4.17;7.57;7.83;6.43;2
77;4;0.38;5.22;4.12;9.69;5.64;7.52;0.6;3.23;3.36;8.36;3.74;8.52;2.38;7.83;9.33;2
77;5;0.85;10.0;2.13;9.24;2.6;0.42;3.8;0.9;9.03;2.7;8.29;7.7;9.93;3.92;0.5;2
77;6;1.75;5.96;0.87;9.71;9.19;7.66;5.89;5.86;3.62;5.05;8.95;5.63;0.85;6.87;6.93;2
77;7;9.68;7.48;3.28;3.81;9.44;4.58;1.26;8.7;5.51;0.46;4.09;1.8;1.39;5.45;7.02;2
77;8;3.7;5.34;8.66;1.73;7.36;3.83;4.03;5.0;8.3;3.47;8.47;2.4;9.12;8.8;6.42;2
77;9;6.04;3.22;1.45;6.97;6.96;5.05;5.34;0.45;6.22;8.28;5.37;4.14;4.95;5.22;0.2;2
77;10;9.37;6.49;8.18;6.43;2.09;0.26;2.74;0.06;9.11;8.92;8.19;4.83;1.71;7.24;0.35;2
78;1;9.48;4.94;7.68;0.49;7.99;8.4;0.15;9.06;2.64;1.85;1.97;3.65;6.98;0.3;4.25;3
78;2;1.26;6.42;3.97;3.45;1.94;8.35;3.96;4.13;5.55;8.36;6.59;4.26;7.12;8.87;7.28;3
78;3;4.87;9.11;5.24;8.95;3.79;0.05;8.34;6.87;8.39;2.41;3.72;0.55;2.54;2.68;8.94;3
78;4;3.28;9.57;7.95;2.99;1.53;7.48;7.54;3.67;9.38;1.42;9.34;4.88;0.26;6.31;3.3;3
78;5;4.68;9.68;6.0;9.79;0.38;8.62;3.27;2.33;1.23;0.77;8.03;0.73;2.69;9.69;6.59;3
78;6;3.34;9.98;1.9;0.39;3.53;8.68;4.73;3.76;8.86;3.48;1.11;0.58;9.67;5.26;3.62;3
78;7;4.7;2.06;3.72;3.98;4.52;7.16;5.28;9.52;6.2;0.84;5.03;9.32;9.49;6.08;4.25;3
78;8;6.68;1.16;3.71;0.33;7.59;0.33;7.68;9.74;1.85;0.26;5.58;6.11;1.47;9.7;8.77;3
78;9;8.55;0.38;9.37;7.92;4.15;7.08;0.1;9.78;1.02;7.99;5.62;6.16;0.83;0.25;8.79;3
78;10;3.76;7.9;8.65;0.03;7.61;3.35;6.23;9.19;3.65;9.53;4.87;0.1;0.39;4.21;0.63;3
79;1;3.96;2.46;2.97;2.61;1.95;3.97;3.72;3.98;1.29;7.91;6.42;9.64;2.01;3.37;4.55;2
79;2;5.24;2.43;4.87;7.88;0.62;7.0;0.15;8.54;3.54;5.61;2.77;7.91;4.26;6.64;0.93;2
79;3;3.27;8.51;1.57;4.64;9.12;2.42;1.27;2.34;8.21;5.9;2.84;6.87;6.03;6.74;0.18;2
79;4;5.97;7.15;1.25;8.16;4.41;2.52;3.36;4.51;1.97;7.38;0.33;4.58;4.29;3.44;7.53;2
79;5;6.63;5.92;1.91;1.79;7.0;7.85;8.08;2.98;6.62;2.89;2.79;4.28;5.11;8.35;9.6;2
79;6;3.15;0.52;5.79;1.06;6.73;7.86;3.39;3.49;5.42;0.59;6.87;8.28;4.67;6.83;0.98;2
79;7;5.72;9.5;1.67;2.22;8.78;8.77;6.38;6.88;5.89;1.37;7.31;0.08;6.22;2.95;3.72;2
79;8;7.57;7.89;7.9;9.34;8.29;0.18;7.32;4.05;3.46;9.49;5.55;0.18;6.03;0.2;0.95;2
79;9;0.72;4.2;4.77;3.56;8.88;5.88;7.08;5.49;5.73;5.81;3.13;6.53;1.4;6.76;2.32;2
79;10;8.98;4.12;2.88;6.07;8.29;2.73;5.59;4.09;4.87;4.78;3.23;9.6;5.25;4.14;1.4;2
80;1;5.58;0.08;7.83;1.33;1.06;1.08;8.58;4.17;4.81;5.0;5.36;7.93;5.55;2.49;2.49;2
80;2;2.59;2.91;3.89;6.63;9.31;0.89;9.18;5.26;8.46;9.23;2.3;0.36;2.69;2.74;2.03;2
80;3;8.02;8.33;4.9;0.97;5.43;8.89;7.94;6.93;6.73;1.51;3.88;9.14;1.17;8.39;4.79;2
80;4;8.62;4.73;1.37;4.06;8.05;0.45;1.72;4.1;1.88;4.27;5.86;5.1;7.81;0.52;2.03;2
80;5;5.51;4.34;5.28;6.88;6.9;6.09;7.34;3.88;3.88;7.55;8.21;1.63;1.96;6.58;2.17;2
80;6;7.05;6.11;6.68;7.76;1.79;3.53;9.85;8.23;5.15;0.72;5.59;9.24;5.06;2.37;7.03;2
80;7;1.21;0.83;9.95;0.03;6.81;9.44;3.07;0.01;6.94;3.06;1.53;8.23;0.33;2.77;1.3;2
80;8;1.53;7.45;2.22;0.42;3.07;3.84;3.13;2.77;8.57;8.32;7.82;5.35;3.53;4.72;0.23;2
80;9;7.11;7.94;5.26;1.75;1.34;7.13;7.49;8.27;3.8;8.08;1.01;6.5;2.85;8.63;7.78;2
80;10;4.32;4.39;1.67;9.44;6.13;0.65;6.32;8.31;0.07;6.7;2.81;6.35;1.37;9.42;7.21;2
81;1;4.44;5.15;1.92;3.92;7.88;0.67;9.46;7.46;6.43;1.79;1.08;2.57;4.99;6.11;1.0;3
81;2;9.17;1.69;3.7;1.74;8.45;1.55;8.09;9.66;6.16;6.26;9.91;3.66;2.37;4.74;7.66;3
81;3;2.58;1.75;0.16;0.12;0.25;2.33;3.24;1.97;4.11;1.49;3.48;5.76;6.05;4.7;8.42;3
81;4;6.84;9.72;6.11;8.53;4.38;6.26;7.24;7.89;2.15;5.44;9.92;8.44;9.66;1.77;7.52;3
81;5;2.37;5.43;0.23;9.08;0.64;1.72;7.66;2.71;1.69;1.8;1.34;4.24;8.26;5.06;7.89;3
81;6;7.72;5.7;1.13;2.47;7.14;7.93;7.39;0.08;2.38;1.21;4.4;8.97;9.82;9.92;6.51;3
81;7;4.03;8.5;2.94;3.46;1.97;2.01;0.58;1.75;7.11;7.28;5.75;0.84;5.72;4.23;1.78;3
81;8;7.32;5.5;9.42;9.64;2.83;3.81;2.72;0.61;4.22;3.54;1.25;2.13;6.24;7.78;2.78;3
81;9;7.37;5.88;3.02;4.1;8.53;7.32;4.83;7.62;2.39;7.56;0.4;8.34;7.78;0.73;0.4;3
81;10;9.1;8.66;8.91;3.17;9.36;3.29;3.25;9.15;9.8;0.46;6.68;7.06;8.13;9.33;2.02;3
82;1;7.24;3.96;3.81;9.44;1.38;0.48;2.43;3.3;4.12;3.82;1.41;6.98;8.24;9.28;8.06;1
82;2;6.37;7.89;1.15;9.18;5.97;2.88;8.94;9.48;2.44;2.53;5.26;9.37;6.15;7.06;1.27;1
82;3;0.35;7.36;5.78;6.46;2.52;9.75;4.46;0.17;1.64;5.19;5.86;3.67;6.98;7.44;0.09;1
82;4;5.9;9.78;2.42;3.37;7.91;9.69;3.18;6.84;0.68;1.51;8.62;9.42;4.56;9.71;3.89;1
82;5;6.4;2.27;4.81;5.8;7.76;2.26;2.1;7.81;8.18;5.2;0.26;0.6;9.07;9.07;3.33;1
82;6;3.97;2.88;0.47;2.67;7.35;7.63;5.29;4.27;2.14;2.59;4.3;3.95;9.56;6.56;9.84;1
82;7;1.07;6.53;3.0;7.97;2.85;0.93;2.69;4.88;8.45;1.87;1.79;9.55;9.83;8.58;2.92;1
82;8;8.43;4.17;1.18;7.57;9.78;1.87;1.82;8.91;3.75;2.17;2.44;7.51;9.76;9.7;5.93;1
82;9;7.77;2.7;8.09;5.93;6.95;5.45;9.03;4.06;4.42;2.12;8.45;3.42;4.44;8.99;9.05;1
82;10;6.69;1.52;4.47;2.92;1.66;3.69;2.06;9.61;2.0;2.51;0.01;2.11;7.54;5.13;9.97;1
83;1;7.42;6.52;5.41;9.46;6.66;6.63;2.14;6.27;7.73;4.81;6.45;3.41;0.98;6.8;4.18;2
83;2;5.97;1.74;5.87;9.5;3.08;0.84;2.17;0.31;0.53;3.94;9.95;4.69;1.6;4.29;5.98;2
83;3;0.48;5.47;8.81;1.63;5.42;7.26;4.58;8.49;7.0;1.32;1.18;1.86;3.68;3.07;2.55;2
83;4;8.66;0.7;5.76;6.63;9.34;8.41;1.63;9.29;0.59;8.39;7.64;1.68;0.96;5.99;9.67;2
83;5;3.7;3.8;9.81;6.83;0.42;2.7;9.63;0.92;7.95;5.57;6.98;6.33;1.76;8.98;8.69;2
83;6;3.86;8.41;5.22;2.28;7.4;4.95;5.88;1.52;1.67;2.16;4.17;0.93;5.97;4.11;6.11;2
83;7;1.48;9.82;4.18;5.1;1.81;7.56;6.65;3.52;6.45;4.99;7.65;1.7;1.88;2.16;9.77;2
83;8;2.33;3.28;2.72;8.24;4.49;3.56;9.99;0.21;5.09;7.6;0.44;5.37;4.99;4.01;3.49;2
83;9;8.17;1.24;7.96;5.16;8.2;7.83;5.87;4.11;6.27;8.85;2.5;9.38;6.56;3.75;1.33;2
83;10;2.57;6.38;4.79;6.81;2.4;3.26;4.65;7.2;5.81;1.87;7.99;2.11;2.69;2.83;8.56;2
84;1;0.93;3.49;5.01;5.56;8.69;3.46;4.03;9.94;3.47;8.04;7.49;7.87;7.06;5.1;7.77;3
84;2;2.5;8.79;8.45;3.45;1.8;5.32;2.81;3.69;1.39;5.11;2.03;2.04;0.72;1.12;6.45;3
84;3;5.32;4.53;6.23;1.33;4.21;3.1;1.69;0.71;4.94;3.67;6.83;0.18;3.67;4.67;8.58;3
84;4;4.52;9.94;4.33;8.57;3.5;3.83;5.28;1.63;1.99;9.37;2.66;8.53;4.06;4.34;2.77;3
84;5;8.13;2.25;8.29;1.18;6.63;2.32;2.74;7.43;1.86;7.91;5.58;7.93;0.48;4.17;0.8;3
84;6;2.68;7.81;7.71;8.58;5.35;4.5;9.59;4.45;8.42;7.99;6.43;7.07;2.03;2.66;6.43;3
84;7;8.73;7.16;0.17;3.89;5.14;8.05;6.81;2.03;9.42;7.4;8.54;7.57;7.47;0.39;3.44;3
84;8;3.61;0.84;2.69;4.0;4.53;9.39;8.62;9.25;6.92;0.32;5.13;8.89;6.75;7.7;1.51;3
84;9;4.5;4.16;8.4;9.22;0.24;3.04;3.89;1.37;8.0;9.74;9.39;1.84;3.1;0.91;4.09;3
84;10;0.48;2.03;2.59;5.63;7.24;6.04;7.11;8.54;9.76;1.17;3.68;1.81;5.93;4.24;6.95;3
85;1;6.59;5.95;8.76;2.58;8.24;9.1;3.69;8.65;0.59;6.78;9.21;2.48;1.87;8.3;1.75;3
85;2;4.77;8.55;0.17;8.35;3.54;8.14;4.98;5.4;8.67;4.38;6.29;7.04;4.82;2.78;3.08;3
85;3;8.04;3.19;8.84;2.6;9.67;7.28;8.63;6.53;5.05;0.97;1.83;4.88;9.47;9.99;9.12;3
