id;tp;a;b;c;d;e;f;dec
70;18;4.23;0.293;26.575;38.765;27.968;50.234;2
70;19;7.378;7.631;6.959;25.668;20.133;40.486;2
70;20;6.198;5.157;25.626;18.201;31.793;15.007;2
71;1;3.638;14.735;13.037;11.665;39.226;36.506;1
71;2;0.306;10.098;22.445;29.954;7.1;12.86;1
71;3;4.286;0.37;18.04;1.192;13.886;20.078;1
71;4;1.198;11.576;13.628;1.652;22.914;54.691;1
71;5;0.948;7.185;29.113;4.29;21.343;24.697;1
71;6;5.102;11.922;15.68;22.78;43.141;32.318;1
71;7;3.974;18.153;28.851;33.178;28.897;6.462;1
71;8;7.755;4.37;11.32;10.267;44.003;56.146;1
71;9;6.864;17.281;15.401;14.132;22.194;31.438;1
71;10;4.842;14.002;27.583;31.208;10.551;7.609;1
71;11;5.737;1.726;6.611;26.553;30.158;40.323;1
71;12;7.685;14.87;8.405;32.991;14.51;46.732;1
71;13;3.581;3.984;11.577;28.406;1.533;17.663;1
71;14;6.487;16.862;27.899;28.077;13.731;14.419;1
71;15;0.941;16.329;27.309;36.373;24.395;14.088;1
71;16;4.384;16.346;26.291;37.956;47.975;26.514;1
71;17;1.317;10.022;26.028;32.781;6.99;11.983;1
71;18;8.541;15.288;24.212;32.017;45.117;9.632;1
71;19;2.542;2.783;23.732;1.56;36.019;9.548;1
71;20;8.717;19.318;25.416;0.346;10.154;47.224;1
72;1;4.915;10.838;4.138;17.198;11.497;46.159;2
72;2;9.278;13.801;29.934;16.888;49.635;22.477;2
72;3;5.429;1.51;14.682;33.56;7.458;11.746;2
72;4;3.808;3.569;12.435;13.7;45.214;18.31;2
72;5;1.003;10.458;7.764;17.279;11.14;43.216;2
72;6;2.926;13.377;15.738;12.963;3.271;9.152;2
72;7;1.705;2.527;29.819;3.149;27.019;49.207;2
72;8;6.095;15.538;21.767;30.533;30.059;11.128;2
72;9;2.493;10.412;26.366;24.1;39.523;58.554;2
72;10;6.713;2.363;26.474;22.07;16.537;18.025;2
72;11;6.663;0.735;29.539;21.555;8.363;49.192;2
72;12;2.972;10.5;18.511;3.772;7.411;21.284;2
72;13;8.285;0.64;15.527;25.277;46.618;24.973;2
72;14;3.928;18.394;24.614;20.82;0.429;32.284;2
72;15;2.889;6.512;26.317;7.999;19.603;45.221;2
72;16;7.752;4.791;27.174;7.961;41.235;39.555;2
72;17;7.821;15.912;23.842;19.372;6.537;52.01;2
72;18;3.118;15.723;14.907;17.47;6.721;0.087;2
72;19;0.953;3.838;22.759;22.551;34.191;34.648;2
72;20;4.66;5.8;18.87;10.341;7.463;10.262;2
73;1;7.321;4.231;24.269;22.886;31.033;3.437;1
73;2;2.213;10.937;14.152;25.265;21.171;15.189;1
73;3;7.883;17.838;28.115;28.369;5.484;38.344;1
73;4;5.687;0.709;25.742;0.364;24.233;36.175;1
73;5;3.612;3.095;2.37;3.553;12.6;27.265;1
73;6;1.029;6.896;13.447;22.63;7.281;21.099;1
73;7;6.746;3.23;18.564;7.919;9.323;29.849;1
73;8;3.255;12.189;21.771;9.492;26.461;56.0;1
73;9;3.31;5.628;3.253;30.913;4.457;16.194;1
73;10;6.271;19.759;24.822;30.742;27.125;25.321;1
73;11;7.143;19.875;28.638;4.96;42.112;24.885;1
73;12;7.795;0.761;7.537;31.138;31.49;40.364;1
73;13;1.588;8.595;21.393;0.564;14.524;28.11;1
73;14;3.562;5.765;12.376;26.402;10.788;21.771;1
73;15;7.975;2.151;26.517;14.453;3.556;50.487;1
73;16;1.762;5.858;26.713;12.158;36.241;42.235;1
73;17;8.869;8.541;4.452;16.57;42.03;43.989;1
73;18;1.47;18.758;24.567;6.202;49.341;11.114;1
73;19;7.042;14.133;6.847;22.144;45.587;52.362;1
73;20;5.606;7.472;26.422;21.202;14.098;13.359;1
74;1;9.414;1.46;15.534;28.864;22.856;15.037;1
74;2;1.481;13.585;2.927;5.348;20.067;32.273;1
74;3;5.162;2.969;8.54;16.922;30.816;57.425;1
74;4;8.317;12.141;4.665;37.7;1.624;37.812;1
74;5;0.803;10.269;4.756;29.677;36.788;45.918;1
74;6;2.865;2.449;21.392;26.897;1.727;28.827;1
74;7;0.675;6.12;24.225;35.974;8.638;1.939;1
74;8;9.459;7.844;14.53;18.602;34.539;23.598;1
74;9;5.746;5.871;21.003;0.786;6.136;27.924;1
74;10;5.088;17.765;17.882;18.847;41.003;2.294;1
74;11;1.974;17.007;22.294;6.72;2.398;39.36;1
74;12;9.083;10.414;7.653;28.842;15.935;1.309;1
74;13;4.871;18.034;19.768;35.483;5.116;3.192;1
74;14;6.72;10.154;4.76;30.325;33.416;3.979;1
74;15;3.724;18.016;17.836;12.097;28.994;55.36;1
74;16;6.962;16.109;4.555;25.549;38.755;44.022;1
74;17;4.049;3.385;10.274;18.244;23.49;17.848;1
74;18;9.637;16.68;19.368;26.218;16.732;34.71;1
74;19;3.578;16.838;2.633;12.868;0.221;39.587;1
74;20;9.469;0.474;19.764;21.564;19.173;5.386;1
75;1;3.016;18.753;25.442;30.178;48.686;41.424;3
75;2;7.364;0.498;20.255;13.912;1.376;40.421;3
75;3;7.596;9.836;9.839;23.107;6.108;38.958;3
75;4;2.8;8.277;22.125;33.316;30.435;22.284;3
75;5;4.161;13.06;22.639;18.373;31.068;25.16;3
75;6;2.053;3.379;8.342;3.432;39.995;12.281;3
75;7;0.878;7.647;21.721;25.011;13.836;37.776;3
75;8;5.568;2.293;1.551;7.609;6.262;34.615;3
75;9;6.732;0.822;21.982;15.822;25.773;39.432;3
75;10;5.854;10.751;2.933;11.436;14.099;27.911;3
75;11;5.92;14.951;19.142;33.317;6.208;0.604;3
75;12;5.114;6.142;16.184;21.01;33.492;14.553;3
75;13;8.838;10.285;18.386;14.189;28.705;17.019;3
75;14;3.083;17.646;16.0;38.833;10.521;0.356;3
75;15;6.63;6.108;9.998;33.379;44.056;58.187;3
75;16;8.449;14.099;8.274;36.778;44.304;46.512;3
75;17;2.551;2.731;1.439;13.088;39.195;4.43;3
75;18;9.372;10.721;29.18;27.265;34.745;44.937;3
75;19;2.64;19.81;12.746;24.409;49.061;3.225;3
75;20;0.974;4.425;26.15;23.724;0.362;24.965;3
76;1;6.274;2.79;9.924;21.974;29.185;37.348;1
76;2;5.578;14.244;18.753;22.789;16.728;43.011;1
76;3;1.102;7.9;8.406;38.437;25.665;48.451;1
76;4;0.141;9.616;23.309;6.5;40.656;35.925;1
76;5;8.624;16.838;23.289;19.771;25.636;52.266;1
76;6;6.105;16.262;7.25;20.324;42.268;39.077;1
76;7;5.335;6.083;15.787;27.416;2.902;41.491;1
76;8;0.934;7.677;27.028;37.66;0.173;27.772;1
76;9;6.535;18.826;21.603;6.153;32.751;45.049;1
76;10;4.736;10.507;19.196;21.247;30.115;38.044;1
76;11;9.459;6.493;5.912;6.047;17.175;18.92;1
76;12;1.242;10.971;4.146;2.602;40.344;22.286;1
76;13;4.219;17.652;22.927;39.914;5.79;1.018;1
76;14;0.917;12.491;5.12;32.933;14.169;59.389;1
76;15;5.385;3.202;24.649;22.034;27.371;43.891;1
76;16;5.639;10.077;0.985;13.216;11.982;30.031;1
76;17;9.906;11.999;22.006;37.997;34.597;27.985;1
76;18;1.532;16.793;5.086;1.715;15.043;58.102;1
76;19;3.204;12.774;4.771;10.731;32.197;49.637;1
76;20;3.947;1.526;12.874;12.573;29.658;44.926;1
77;1;4.732;2.347;4.3;6.625;7.519;54.587;3
77;2;1.432;7.56;25.096;12.426;29.175;37.706;3
77;3;6.587;15.927;28.422;10.614;26.775;22.197;3
77;4;5.016;14.695;20.302;1.307;9.444;37.059;3
77;5;0.976;9.838;9.511;21.999;47.003;49.353;3
77;6;1.203;6.198;7.34;10.211;30.229;37.495;3
77;7;2.971;7.836;26.289;23.145;26.911;41.238;3
77;8;6.856;3.078;0.73;8.622;37.104;10.587;3
77;9;5.914;15.191;15.226;36.594;13.66;23.319;3
77;10;1.66;9.872;2.256;35.402;34.385;54.837;3
77;11;6.114;15.446;23.875;14.163;20.356;58.691;3
77;12;2.665;1.672;5.518;17.768;42.666;46.09;3
77;13;0.698;10.888;21.7;13.719;42.326;7.331;3
77;14;0.779;17.526;19.866;13.955;6.023;58.991;3
77;15;8.71;7.666;3.065;17.684;20.834;16.537;3
77;16;9.114;18.29;14.345;26.732;8.636;39.063;3
77;17;1.158;7.686;10.833;1.635;32.699;37.989;3
77;18;1.753;3.996;9.787;7.838;34.005;37.438;3
77;19;9.444;14.331;15.362;32.732;41.969;14.486;3
77;20;3.645;11.086;27.259;19.59;8.425;25.058;3
78;1;9.93;5.309;26.792;32.033;7.614;14.156;1
78;2;7.032;7.467;28.221;37.549;41.702;53.022;1
78;3;0.115;14.601;3.44;35.4;38.938;45.581;1
78;4;7.564;8.164;5.564;29.942;47.756;5.356;1
78;5;3.079;6.218;5.193;6.674;46.011;16.917;1
78;6;4.874;6.077;25.786;15.626;30.939;19.209;1
78;7;0.319;18.093;1.567;15.594;32.928;49.768;1
78;8;1.678;17.231;6.04;24.566;0.24;19.956;1
78;9;1.826;6.042;27.012;27.6;43.475;53.39;1
78;10;5.1;13.379;0.689;32.344;47.002;20.864;1
78;11;5.671;19.382;29.571;36.859;33.784;25.367;1
78;12;8.531;19.049;2.079;34.542;47.962;12.936;1
78;13;2.846;9.431;2.705;26.023;10.084;49.629;1
78;14;6.621;19.883;1.562;30.478;21.916;32.469;1
78;15;8.743;14.196;20.223;31.226;13.073;34.274;1
78;16;8.716;10.701;4.092;36.575;24.961;45.637;1
78;17;1.214;4.121;18.38;4.92;0.741;20.618;1
78;18;3.921;16.958;10.265;39.356;12.049;45.325;1
78;19;4.511;7.862;6.154;11.266;13.916;24.095;1
78;20;1.581;5.437;29.335;10.176;13.933;1.341;1
79;1;4.872;19.884;27.824;12.763;13.749;53.358;2
79;2;5.809;12.418;3.402;38.09;49.796;41.83;2
79;3;2.33;5.2;23.719;11.068;8.589;2.324;2
79;4;0.812;0.41;8.565;25.866;20.215;38.641;2
79;5;4.802;0.103;3.42;12.847;41.004;59.055;2
79;6;4.357;7.848;23.549;17.475;8.893;57.325;2
79;7;3.872;3.339;21.751;4.759;42.563;39.488;2
79;8;9.809;5.03;2.214;13.014;33.122;3.457;2
79;9;1.701;19.987;2.59;29.221;38.497;7.953;2
79;10;3.419;14.104;7.891;22.628;16.277;17.562;2
79;11;0.77;2.739;8.381;7.756;42.389;43.85;2
79;12;3.44;7.123;20.808;19.185;1.923;18.184;2
79;13;2.455;8.13;21.396;12.629;36.844;47.209;2
79;14;5.143;11.193;5.401;39.201;31.156;4.502;2
79;15;6.532;19.504;24.749;5.215;16.402;46.95;2
79;16;5.149;17.99;13.344;10.388;21.929;33.619;2
79;17;6.007;10.216;12.524;36.036;5.415;57.2;2
79;18;5.701;15.999;0.759;22.741;23.859;50.436;2
79;19;8.123;9.642;6.017;10.502;39.504;48.085;2
79;20;6.463;13.34;7.124;2.887;17.423;45.891;2
80;1;5.776;5.307;0.54;29.503;30.153;31.794;2
80;2;1.678;13.517;26.202;16.665;24.283;27.228;2
80;3;3.595;3.873;24.714;30.886;47.672;27.484;2
80;4;5.367;16.142;18.302;31.501;10.294;47.236;2
80;5;8.527;3.46;19.925;17.848;25.746;6.044;2
80;6;8.843;16.747;24.926;33.809;9.944;49.959;2
80;7;5.194;5.941;27.567;39.129;20.654;26.331;2
80;8;1.515;15.35;17.732;10.628;30.098;11.855;2
80;9;6.587;4.715;27.808;7.85;37.666;40.736;2
80;10;3.954;14.751;3.835;33.577;30.352;0.318;2
80;11;5.291;10.688;14.545;17.938;39.099;29.799;2
80;12;8.891;19.882;16.78;22.788;41.72;27.305;2
80;13;0.699;11.654;13.017;27.783;34.849;37.105;2
80;14;1.52;10.647;25.002;9.291;8.603;41.397;2
80;15;9.105;10.049;11.74;11.706;9.474;35.884;2
80;16;0.979;10.188;3.934;38.016;36.479;9.236;2
80;17;4.911;9.49;6.574;1.208;44.786;11.525;2
80;18;3.707;3.395;14.073;0.468;4.624;5.98;2
80;19;0.959;4.135;28.914;15.469;30.513;51.842;2
80;20;9.725;10.941;14.395;0.132;11.564;14.664;2
81;1;8.53;5.116;4.367;14.302;31.349;22.29;2
81;2;9.607;5.979;8.942;5.94;12.356;10.802;2
81;3;4.976;11.481;4.411;35.918;18.595;25.025;2
81;4;4.34;10.336;24.287;33.727;9.298;4.168;2
81;5;2.169;7.828;2.488;7.705;41.807;6.633;2
81;6;1.968;18.841;11.411;26.608;17.057;7.984;2
81;7;1.372;15.539;18.218;28.679;33.729;33.455;2
81;8;3.315;15.585;3.604;28.671;23.373;48.513;2
81;9;6.536;11.72;14.156;29.639;25.409;27.89;2
81;10;4.081;9.918;13.874;3.518;40.537;7.213;2
81;11;6.955;17.989;11.553;9.102;11.903;42.241;2
81;12;4.445;6.158;13.916;39.254;49.243;6.901;2
81;13;4.462;12.291;18.155;33.27;15.186;54.027;2
81;14;0.466;5.496;16.902;10.705;31.401;44.433;2
81;15;1.441;14.677;21.598;28.408;34.953;12.86;2
81;16;7.125;3.828;27.247;14.429;11.218;13.923;2
81;17;2.957;6.145;17.565;27.909;14.237;37.398;2
81;18;3.24;9.819;14.928;6.436;16.498;58.31;2
81;19;3.617;8.178;2.071;38.578;45.344;56.493;2
81;20;3.757;10.359;11.492;11.364;41.492;28.898;2
82;1;8.437;14.407;10.248;23.674;15.732;22.689;1
82;2;5.937;1.083;10.46;0.954;16.583;5.557;1
82;3;4.05;10.131;29.28;23.7;4.416;27.454;1
82;4;2.146;10.377;21.405;18.769;42.816;59.081;1
82;5;6.433;13.806;15.233;11.526;42.025;39.959;1
82;6;1.887;15.139;11.348;29.151;25.117;41.637;1
82;7;3.853;17.244;15.512;7.272;31.236;31.191;1
82;8;5.394;15.847;2.813;0.186;38.081;28.513;1
82;9;6.719;9.375;7.363;2.378;17.084;32.71;1
82;10;3.714;15.993;8.197;23.372;0.247;49.475;1
82;11;8.106;17.38;5.39;27.042;30.746;16.201;1
82;12;9.188;15.628;6.941;28.392;3.905;25.483;1
82;13;3.577;3.424;25.95;21.131;25.065;49.848;1
82;14;5.338;2.949;12.206;5.615;49.452;10.54;1
82;15;5.417;10.735;5.538;32.017;37.274;22.692;1
82;16;5.267;9.955;8.721;16.687;7.729;18.44;1
82;17;0.069;8.416;13.656;8.862;2.34;57.568;1
82;18;8.492;15.582;0.286;32.495;14.386;50.553;1
82;19;3.431;15.126;25.488;24.427;40.671;46.616;1
82;20;5.863;3.077;11.104;7.375;6.037;17.138;1
83;1;4.496;13.719;29.315;25.801;14.853;57.987;2
83;2;7.542;13.131;27.301;14.848;17.741;9.007;2
83;3;1.952;18.556;19.991;24.224;18.336;3.732;2
83;4;7.394;15.027;20.519;21.78;34.471;20.429;2
83;5;4.388;15.716;1.423;39.287;42.768;15.746;2
83;6;9.366;16.246;23.655;26.744;16.615;6.25;2
83;7;2.744;19.614;7.488;2.356;23.192;12.883;2
83;8;3.315;13.424;3.27;25.798;36.018;33.053;2
83;9;8.189;10.122;14.738;38.371;37.366;41.047;2
83;10;7.115;14.085;20.743;9.481;20.733;34.363;2
83;11;0.172;8.887;27.229;30.826;8.136;53.106;2
83;12;4.051;7.432;13.115;31.518;13.518;47.902;2
83;13;9.791;13.306;5.113;31.201;40.034;32.295;2
83;14;9.465;13.512;11.66;0.224;31.463;57.808;2
83;15;8.492;8.909;3.039;22.535;11.979;17.737;2
83;16;9.71;19.407;25.827;5.078;23.029;58.296;2
83;17;7.049;11.362;16.694;37.793;37.878;15.311;2
83;18;3.183;4.989;13.855;35.256;27.865;40.952;2
83;19;6.296;16.239;16.746;9.989;45.229;24.974;2
83;20;8.251;19.449;23.185;9.355;14.542;9.767;2
84;1;0.204;0.711;12.082;11.757;47.888;59.803;2
84;2;6.604;5.594;2.725;30.766;26.517;50.295;2
84;3;3.338;19.264;17.196;34.984;24.297;36.684;2
84;4;6.132;5.064;10.936;10.565;34.905;15.917;2
84;5;5.353;13.708;2.901;37.669;9.154;59.182;2
84;6;5.034;10.59;20.728;25.175;4.54;20.96;2
84;7;6.991;16.12;24.444;22.225;18.106;3.441;2
84;8;9.272;15.884;5.913;11.074;19.794;53.329;2
84;9;7.706;9.906;22.785;10.438;35.92;8.975;2
84;10;7.491;5.933;6.767;17.731;29.795;20.139;2
84;11;1.484;5.869;28.273;2.662;27.253;10.541;2
84;12;9.258;2.572;14.565;25.624;28.084;21.789;2
84;13;6.613;16.069;6.636;22.501;11.599;44.747;2
84;14;4.205;9.543;9.32;35.888;47.201;56.649;2
84;15;3.425;17.566;6.46;6.816;34.081;42.523;2
84;16;2.233;1.312;26.202;0.942;10.894;42.33;2
84;17;3.9;0.847;16.32;26.479;20.796;20.148;2
84;18;4.554;14.549;11.458;17.096;9.778;16.971;2
84;19;7.29;6.637;21.928;0.656;14.253;32.564;2
84;20;2.938;11.353;24.951;21.866;1.584;54.963;2
85;1;8.858;15.347;27.014;4.718;41.334;39.953;1
85;2;3.562;7.054;24.513;26.309;27.673;45.699;1
85;3;0.897;12.132;6.289;35.14;16.285;38.044;1
85;4;9.496;5.787;9.148;4.962;31.42;40.049;1
85;5;6.883;15.807;21.332;13.153;35.963;59.31;1
85;6;9.406;16.033;15.54;35.297;41.654;1.31;1
85;7;8.835;2.321;28.184;0.897;19.656;44.256;1
85;8;7.219;16.357;26.952;36.305;43.541;35.231;1
85;9;3.195;4.859;24.28;11.454;10.077;41.408;1
85;10;2.16;5.073;22.384;24.009;5.975;36.747;1
85;11;8.511;14.806;22.658;35.016;8.267;8.069;1
85;12;8.639;6.481;20.818;33.412;15.675;42.263;1
85;13;4.414;18.839;6.946;17.664;49.377;12.39;1
85;14;8.58;9.44;20.535;21.89;13.898;35.329;1
85;15;9.692;16.062;16.437;34.485;28.996;13.414;1
85;16;4.835;1.726;16.439;19.603;40.937;46.916;1
85;17;6.156;2.508;1.197;39.789;33.922;26.883;1
85;18;6.825;9.364;27.542;5.406;12.817;54.383;1
85;19;8.738;14.983;7.639;6.087;7.587;20.105;1
85;20;4.208;14.1;14.181;15.984;27.226;49.991;1
86;1;7.703;12.042;17.05;18.253;24.154;11.945;3
86;2;7.608;19.606;25.585;35.754;49.991;19.925;3
86;3;5.877;2.926;14.76;39.316;9.777;42.075;3
86;4;4.578;18.273;15.747;24.508;12.79;17.378;3
86;5;2.536;11.75;0.085;29.636;35.744;18.874;3
86;6;8.011;2.919;6.362;5.758;11.732;24.607;3
86;7;3.297;9.678;19.31;6.221;38.885;58.702;3
86;8;5.581;4.72;5.073;31.143;14.089;58.094;3
86;9;0.856;5.061;7.561;1.412;44.932;35.753;3
86;10;5.154;16.069;19.689;7.967;44.612;53.931;3
86;11;5.341;18.263;28.553;17.937;20.108;37.856;3
86;12;5.214;0.769;13.538;23.844;18.175;7.033;3
86;13;0.421;9.486;23.027;10.063;4.446;10.717;3
86;14;6.134;18.724;28.894;14.121;24.716;16.969;3
86;15;8.274;2.482;8.599;30.844;18.941;20.17;3
86;16;8.013;6.901;23.378;2.175;37.517;52.665;3
86;17;1.956;8.486;18.816;39.553;10.369;24.667;3
86;18;6.444;8.521;21.051;15.1;4.532;46.027;3
86;19;6.859;2.009;4.474;31.319;27.627;44.608;3
86;20;1.369;13.275;23.866;20.224;37.098;0.407;3
87;1;9.974;1.868;17.785;4.98;26.197;59.533;2
87;2;3.221;3.159;22.243;15.313;45.252;10.346;2
87;3;6.568;14.418;26.203;26.432;48.109;4.337;2
87;4;9.477;3.429;15.156;6.05;16.084;4.972;2
87;5;9.454;16.681;5.736;14.15;29.822;5.307;2
87;6;5.895;16.911;25.963;18.606;24.618;38.686;2
87;7;0.948;18.016;23.14;8.808;34.189;29.523;2
87;8;7.161;17.425;6.921;1.094;40.611;39.438;2
87;9;4.535;9.705;25.456;13.869;49.036;9.529;2
87;10;0.021;18.844;21.46;37.57;25.113;39.092;2
87;11;5.501;4.088;23.075;4.507;27.45;59.995;2
87;12;7.856;16.89;6.598;17.54;23.001;13.617;2
87;13;0.083;0.196;17.892;8.584;15.225;26.043;2
87;14;8.646;4.741;17.621;12.677;32.499;50.625;2
87;15;0.956;1.479;19.214;18.398;43.163;35.559;2
87;16;6.697;11.86;17.654;27.238;6.736;31.087;2
87;17;5.308;14.754;28.924;28.272;22.653;0.792;2
87;18;1.72;16.234;1.592;15.1;34.542;34.371;2
87;19;6.564;8.031;11.979;33.012;21.063;4.543;2
87;20;6.198;0.584;17.076;14.095;3.035;37.452;2
88;1;6.505;2.191;7.826;37.879;13.35;54.704;3
88;2;2.168;8.839;9.492;19.711;32.577;21.445;3
88;3;6.646;11.123;20.182;3.47;22.295;28.043;3
88;4;5.444;15.635;0.458;30.171;30.831;21.367;3
88;5;3.265;6.399;28.621;36.639;7.596;27.313;3
88;6;4.189;2.157;7.392;25.774;23.658;58.198;3
88;7;9.072;7.9;6.32;37.37;31.902;55.071;3
88;8;5.169;19.464;27.43;23.739;14.423;47.897;3
88;9;1.996;16.253;10.371;26.517;2.994;18.317;3
88;10;8.386;19.733;13.715;9.97;8.033;51.626;3
88;11;2.912;19.374;0.891;3.971;49.984;7.168;3
88;12;1.402;0.832;3.217;26.79;1.598;21.06;3
88;13;3.704;14.685;13.491;28.53;49.301;32.889;3
88;14;7.007;9.142;20.51;10.717;8.714;36.731;3
88;15;7.356;17.146;3.103;30.013;36.081;28.751;3
88;16;3.981;0.145;12.719;26.249;4.518;57.244;3
88;17;5.951;13.558;3.287;37.505;3.127;9.51;3
88;18;0.726;2.66;14.496;7.241;49.89;49.023;3
88;19;4.278;15.161;5.829;5.865;47.805;36.079;3
88;20;6.679;18.284;27.217;18.972;46.893;29.134;3
89;1;6.068;10.602;12.498;26.529;47.173;3.823;3
89;2;8.949;5.886;27.524;16.452;7.667;28.218;3
89;3;0.545;6.846;25.881;16.663;27.629;53.166;3
89;4;5.358;6.84;27.732;25.596;35.826;16.097;3
89;5;2.379;9.299;8.856;12.58;11.575;6.516;3
89;6;2.542;13.121;14.771;34.536;16.376;54.947;3
89;7;9.334;2.068;16.401;6.91;44.685;42.567;3
89;8;3.116;15.156;23.979;16.665;4.585;50.921;3
89;9;0.518;9.709;8.745;22.313;4.662;4.158;3
89;10;3.422;16.027;10.601;37.579;44.047;47.709;3
89;11;9.874;6.741;0.841;16.247;12.8;34.795;3
89;12;3.571;5.424;11.973;39.702;31.502;16.056;3
89;13;9.819;17.438;16.06;37.39;5.615;26.039;3
89;14;4.053;18.162;8.73;28.898;2.453;49.059;3
89;15;0.01;17.426;14.972;9.769;27.032;13.427;3
89;16;1.626;1.656;14.048;28.227;14.087;7.226;3
89;17;2.446;14.457;5.201;14.069;12.216;30.781;3
89;18;7.331;15.362;11.336;26.425;36.334;54.856;3
89;19;1.567;14.124;24.469;7.018;0.525;10.158;3
89;20;3.064;4.948;20.158;2.833;12.597;53.764;3
90;1;7.591;3.429;5.756;31.25;31.662;42.26;3
90;2;7.36;6.019;28.355;15.055;18.372;35.485;3
90;3;0.577;0.946;4.499;9.256;1.581;37.057;3
90;4;4.707;8.133;25.063;15.35;9.362;25.239;3
90;5;1.616;18.827;1.292;3.217;16.738;11.578;3
90;6;6.501;3.103;19.476;27.027;43.485;24.171;3
90;7;6.024;8.152;7.827;33.015;0.885;19.896;3
90;8;0.699;9.595;28.752;23.321;2.379;6.669;3
90;9;1.983;19.974;13.172;30.326;11.111;6.329;3
90;10;0.703;1.55;5.033;26.485;42.569;43.267;3
90;11;1.217;11.487;15.608;35.817;2.087;9.809;3
90;12;1.887;3.496;19.891;29.662;0.006;12.544;3
90;13;0.599;14.17;8.509;32.042;49.155;44.724;3
90;14;8.65;7.713;19.903;8.786;6.927;44.032;3
90;15;4.314;8.225;7.441;9.158;0.498;7.755;3
90;16;2.512;3.339;10.284;29.434;26.568;15.908;3
90;17;6.158;3.73;8.48;15.471;6.305;33.83;3
90;18;8.199;5.998;26.795;25.899;48.871;44.034;3
90;19;4.704;1.942;5.833;18.426;20.372;43.589;3
90;20;4.189;12.052;29.353;10.011;23.5;36.943;3
91;1;8.798;13.061;4.3;35.606;22.838;31.945;3
91;2;0.272;5.311;9.714;32.254;13.569;40.348;3
91;3;0.825;19.92;11.156;14.939;2.627;33.179;3
91;4;1.948;10.41;20.614;17.343;38.965;43.107;3
91;5;7.258;12.502;11.91;9.951;40.157;38.515;3
91;6;4.378;13.036;20.108;27.81;33.809;6.995;3
91;7;2.813;18.222;5.863;35.738;42.984;49.992;3
91;8;9.269;12.822;24.194;3.379;7.584;12.199;3
91;9;7.216;10.514;8.899;19.398;42.056;38.265;3
91;10;6.356;8.154;3.913;9.465;42.247;10.579;3
91;11;7.966;1.505;3.789;8.259;38.47;50.742;3
91;12;8.636;7.855;27.626;25.007;18.45;43.613;3
91;13;5.713;10.31;1.04;15.498;4.451;21.985;3
91;14;1.145;17.705;7.435;0.298;35.139;5.041;3
91;15;5.886;1.474;10.222;29.332;27.003;35.217;3
91;16;9.485;13.59;28.586;4.781;21.82;52.757;3
91;17;9.236;18.277;8.569;1.538;2.287;5.336;3
91;18;6.451;10.073;10.739;29.605;17.633;55.534;3
91;19;9.718;6.172;24.419;1.377;37.918;39.174;3
91;20;8.773;6.613;8.149;8.783;43.548;58.592;3
92;1;5.282;14.503;9.783;27.888;4.797;42.037;1
92;2;8.181;14.942;20.223;30.029;41.884;36.893;1
92;3;7.213;13.345;27.538;21.957;16.539;22.604;1
92;4;4.459;14.951;25.888;26.314;21.001;25.091;1
92;5;5.774;7.96;17.655;36.226;0.582;35.793;1
92;6;6.892;8.301;7.158;3.26;48.949;2.886;1
92;7;0.204;5.267;1.796;18.656;36.523;25.031;1
92;8;1.403;16.397;3.352;30.068;24.757;24.579;1
92;9;4.767;16.978;6.279;7.892;43.242;23.528;1
92;10;0.077;17.005;16.803;23.328;9.002;33.134;1
92;11;6.697;14.74;23.035;9.584;42.761;45.806;1
92;12;7.048;15.941;20.564;34.667;30.367;34.782;1
92;13;6.417;6.236;24.273;29.625;39.962;21.861;1
92;14;3.398;14.062;13.712;19.113;2.991;24.855;1
92;15;2.623;11.959;0.424;10.762;30.491;23.921;1
92;16;6.196;17.455;14.257;5.076;13.576;50.502;1
92;17;6.949;10.763;22.937;9.787;18.446;52.996;1
92;18;8.879;5.386;12.327;29.498;24.567;13.888;1
92;19;8.113;14.302;5.971;9.572;20.368;32.062;1
92;20;7.849;11.146;13.414;18.516;48.401;16.592;1
93;1;3.416;11.829;15.14;4.062;36.891;15.322;2
93;2;7.517;17.824;0.46;11.087;33.705;45.94;2
93;3;9.841;16.378;24.921;10.932;12.588;26.655;2
93;4;0.474;8.498;8.447;21.509;26.009;39.84;2
93;5;9.336;14.774;2.574;5.709;9.995;4.836;2
93;6;1.215;1.356;22.42;5.336;45.691;13.237;2
93;7;0.963;0.739;27.148;14.711;19.764;55.209;2
93;8;1.476;1.099;13.473;24.047;33.802;6.062;2
93;9;4.511;10.265;4.898;19.93;32.072;2.308;2
93;10;8.18;4.497;18.059;22.998;3.299;9.697;2
93;11;4.171;11.284;22.568;16.06;1.385;2.527;2
93;12;7.995;10.386;11.679;18.558;43.8;2.725;2
93;13;3.281;5.132;0.484;13.366;39.508;3.674;2
93;14;2.49;8.89;2.586;6.397;13.737;9.815;2
93;15;5.015;6.855;28.996;28.226;10.99;51.765;2
93;16;4.55;0.435;5.719;31.807;14.101;59.969;2
93;17;1.947;16.416;14.724;27.462;14.193;36.765;2
93;18;7.477;7.845;26.145;27.274;37.259;49.368;2
93;19;6.426;9.552;21.475;19.909;37.214;55.08;2
93;20;8.255;2.205;5.859;28.891;2.65;18.943;2
94;1;9.697;13.06;4.664;17.178;24.714;50.034;2
94;2;9.219;1.265;7.217;32.112;33.994;46.551;2
94;3;5.616;14.689;8.904;38.874;46.14;5.25;2
